NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PLA2G2C	1	PLA2G2C	
GALNT1	1	GALNT1	
PLA2G2A	1	PLA2G2A	
PDAP1	1	PDAP1	
MAPK14	1	MAPK14	
MAPK12	1	MAPK12	
MAPK13	1	MAPK13	
MAPK10	1	MAPK10	
RPIA	1	RPIA	
MAPK11	1	MAPK11	
S100Z	1	S100Z	
LNX1	1	LNX1	
S100P	1	S100P	
RAN	1	RAN	
RB1	1	RB1	
CNTFR	1	CNTFR	
ZNF175	1	ZNF175	
ZNF174	1	ZNF174	
SERPINE2	1	SERPINE2	
SERPINE1	1	SERPINE1	
STMN2	1	STMN2	
STMN3	1	STMN3	
STMN4	1	STMN4	
BACH1	1	BACH1	
RXFP1	1	RXFP1	
BACH2	1	BACH2	
PCMT1	1	PCMT1	
STMN1	1	STMN1	
IER3	1	IER3	
CUBN	1	CUBN	
ACOT8	1	ACOT8	
UNC13A	1	UNC13A	
DAPK1	1	DAPK1	
DAPK2	1	DAPK2	
SERPINF1	1	SERPINF1	
SERPINF2	1	SERPINF2	
SYTL1	1	SYTL1	
HOGA1	1	HOGA1	
SYTL4	1	SYTL4	
FCAMR	1	FCAMR	
NISCH	1	NISCH	
CLPS	1	CLPS	
BIN1	1	BIN1	
CLPP	1	CLPP	
LGALS13	1	LGALS13	
CLPSL1	1	CLPSL1	
PRR16	1	PRR16	
SERPING1	1	SERPING1	
YME1L1	1	YME1L1	
CLPSL2	1	CLPSL2	
HPRT1	1	HPRT1	
ASF1A	1	ASF1A	
ENPEP	1	ENPEP	
RPN1	1	RPN1	
SNU13	1	NHP2L1	
HIF1A	1	HIF1A	
ABO	1	ABO	
PPP3R1	1	PPP3R1	
PPP3R2	1	PPP3R2	
CHST11	1	CHST11	
CHST12	1	CHST12	
S100A16	1	S100A16	
CHST15	1	CHST15	
PRR27	1	PRR27	
S100A13	1	S100A13	
SERPINH1	1	SERPINH1	
S100A12	1	S100A12	
SSR1	1	SSR1	
CHST14	1	CHST14	
HBQ1	1	HBQ1	
S100A14	1	S100A14	
KIAA0319L	1	KIAA0319L	
ELANE	1	ELANE	
S100A11	1	S100A11	
SERF2	1	SERF2	
S100A10	1	S100A10	
ACE	1	ACE	
ST13	1	ST13	
RDX	1	RDX	
BRAF	1	BRAF	
MTHFS	1	MTHFS	
GPN1	1	GPN1	
NPLOC4	1	NPLOC4	
TNFSF4	1	TNFSF4	
SERPINI2	1	SERPINI2	
TNFSF9	1	TNFSF9	
REN	1	REN	
TNFSF8	1	TNFSF8	
ZNF134	1	ZNF134	
RET	1	RET	
SERPINA3	1	SERPINA3	
SERPINA1	1	SERPINA1	
TINAGL1	1	TINAGL1	
CLTC	1	CLTC	
ADK	1	ADK	
CLTA	1	CLTA	
PRSS27	1	PRSS27	
ADM	1	ADM	
SERPINA9	1	SERPINA9	
CYB561D1	1	CYB561D1	
PRSS22	1	PRSS22	
SERPINA6	1	SERPINA6	
CLINT1	1	CLINT1	
ING1	1	ING1	
SERPINA7	1	SERPINA7	
MYOM2	1	MYOM2	
SERPINA4	1	SERPINA4	
MYOM3	1	MYOM3	
SERPINA5	1	SERPINA5	
ING4	1	ING4	
MRC2	1	MRC2	
FCRLB	1	FCRLB	
CSRP3	1	CSRP3	
CSRP2	1	CSRP2	
CSRP1	1	CSRP1	
RFK	1	RFK	
MRC1	1	MRC1	
TRIM3	1	TRIM3	
ANXA6	1	ANXA6	
RSPO2	1	RSPO2	
SPIN1	1	SPIN1	
ANXA7	1	ANXA7	
RSPO3	1	RSPO3	
ANXA8	1	ANXA8	
ANXA9	1	ANXA9	
RSPO1	1	RSPO1	
HAVCR1	1	HAVCR1	
XXYLT1	1	XXYLT1	
PF4V1	1	PF4V1	
RSPO4	1	RSPO4	
HAVCR2	1	HAVCR2	
FCRL1	1	FCRL1	
BRD2	1	BRD2	
MIOX	1	MIOX	
SERPINB4	1	SERPINB4	
BATF3	1	BATF3	
BRD1	1	BRD1	
NUDC	1	NUDC	
SERPINB1	1	SERPINB1	
ANXA1	1	ANXA1	
ANXA2	1	ANXA2	
FCRL5	1	FCRL5	
ANXA3	1	ANXA3	
FCRL6	1	FCRL6	
IFNGR1	1	IFNGR1	
ANXA4	1	ANXA4	
FCRL3	1	FCRL3	
IFNGR2	1	IFNGR2	
TESC	1	TESC	
ANXA5	1	ANXA5	
FCRL4	1	FCRL4	
PAX4	1	PAX4	
PAWR	1	PAWR	
TIMM21	1	TIMM21	
NUDT16L1	1	NUDT16L1	
SERPINB8	1	SERPINB8	
SERPINB5	1	SERPINB5	
C11orf87	1	C11orf87	
MRAP	1	MRAP	
ITPKC	1	ITPKC	
CD200R1	1	CD200R1	
MRAS	1	MRAS	
IVD	1	IVD	
ITPKA	1	ITPKA	
CCL14	1	CCL14	
SF3B4	1	SF3B4	
CCL13	1	CCL13	
CCL11	1	CCL11	
SERPINC1	1	SERPINC1	
AFM	1	AFM	
AFP	1	AFP	
SBSN	1	SBSN	
C11orf68	1	C11orf68	
HSPA13	1	HSPA13	
LMAN1	1	LMAN1	
LMAN2	1	LMAN2	
C17orf78	1	C17orf78	
RPS3	1	RPS3	
AGA	1	AGA	
CCL19	1	CCL19	
CCL18	1	CCL18	
CCL17	1	CCL17	
GPHA2	1	GPHA2	
CCL16	1	CCL16	
BRD4	1	BRD4	
CCL15	1	CCL15	
CCL25	1	CCL25	
CCL24	1	CCL24	
WWOX	1	WWOX	
AOC1	1	AOC1	
CCL23	1	CCL23	
TIGAR	1	TIGAR	
AOC2	1	AOC2	
CCL22	1	CCL22	
BRF1	1	BRF1	
CCL21	1	CCL21	
HSPA1L	1	HSPA1L	
SERPIND1	1	SERPIND1	
CCL20	1	CCL20	
NDE1	1	NDE1	
PRSS37	1	PRSS37	
WWP1	1	WWP1	
C14orf180	1	NRAC	
PRSS35	1	PRSS35	
AGT	1	AGT	
C17orf67	1	C17orf67	
LPCAT2	1	LPCAT2	
ZYX	1	ZYX	
NOTUM	1	NOTUM	
FMOD	1	FMOD	
CCL28	1	CCL28	
CCL27	1	CCL27	
HSPA1B	1	HSPA1B	
BRDT	1	BRDT	
CCL26	1	CCL26	
HSPA1A	1	HSPA1A	
SEMA5A	1	SEMA5A	
GHDC	1	GHDC	
CLEC4M	1	CLEC4M	
CLSTN2	1	CLSTN2	
CLSTN3	1	CLSTN3	
DGKB	1	DGKB	
FMR1	1	FMR1	
CLSTN1	1	CLSTN1	
FABP12	1	FABP12	
CDH8	1	CDH8	
CDH7	1	CDH7	
ABHD12	1	ABHD12	
CDH6	1	CDH6	
CDH5	1	CDH5	
ABHD10	1	ABHD10	
CDH3	1	CDH3	
SMR3A	1	SMR3A	
APMAP	1	APMAP	
CDH2	1	CDH2	
CDH1	1	CDH1	
IGFBP1	1	IGFBP1	
SEMA6B	1	SEMA6B	
SEMA6C	1	SEMA6C	
LHCGR	1	LHCGR	
MREG	1	MREG	
SEMA6A	1	SEMA6A	
IGFBP5	1	IGFBP5	
RPS7	1	RPS7	
IGFBP4	1	IGFBP4	
IGFBP3	1	IGFBP3	
RPS5	1	RPS5	
IGFBP2	1	IGFBP2	
AIP	1	AIP	
RPSA	1	RPSA	
CLEC4A	1	CLEC4A	
CLEC4C	1	CLEC4C	
CACNB4	1	CACNB4	
CLEC4D	1	CLEC4D	
ADAM9	1	ADAM9	
ADAM7	1	ADAM7	
CLEC4G	1	CLEC4G	
CUL9	1	CUL9	
NOTCH2	1	NOTCH2	
NOTCH3	1	NOTCH3	
SEMA7A	1	SEMA7A	
NOTCH1	1	NOTCH1	
TNKS	1	TNKS	
CUL3	1	CUL3	
AK1	1	AK1	
NATD1	1	NATD1	
AK2	1	AK2	
CUL1	1	CUL1	
AK4	1	AK4	
AK5	1	AK5	
KLC1	1	KLC1	
BAG4	1	BAG4	
BAG5	1	BAG5	
ITPRIPL1	1	ITPRIPL1	
BAG2	1	BAG2	
BAG3	1	BAG3	
CLEC7A	1	CLEC7A	
BAG1	1	BAG1	
PSAP	1	PSAP	
IGFBP7	1	IGFBP7	
IGFBP6	1	IGFBP6	
SKIL	1	SKIL	
BTN2A1	1	BTN2A1	
MOB1A	1	MOB1A	
NSFL1C	1	NSFL1C	
RCAN1	1	RCAN1	
CLEC6A	1	CLEC6A	
MAFG	1	MAFG	
ALB	1	ALB	
ESAM	1	ESAM	
ALK	1	ALK	
SRXN1	1	SRXN1	
TRADD	1	TRADD	
DUSP15	1	DUSP15	
CSAG1	1	CSAG1	
DUSP16	1	DUSP16	
PSD2	1	PSD2	
EFHD1	1	EFHD1	
AMH	1	AMH	
CLEC1B	1	CLEC1B	
AMN	1	AMN	
GPX2	1	GPX2	
GPX1	1	GPX1	
DTX3L	1	DTX3L	
COL25A1	1	COL25A1	
GPX5	1	GPX5	
ASMTL	1	ASMTL	
GPX7	1	GPX7	
DUSP28	1	DUSP28	
TRAF1	1	TRAF1	
DUSP26	1	DUSP26	
REXO2	1	REXO2	
PTP4A1	1	PTP4A1	
DUSP23	1	DUSP23	
PTP4A2	1	PTP4A2	
PTP4A3	1	PTP4A3	
METTL24	1	METTL24	
TRAF4	1	TRAF4	
TNMD	1	TNMD	
ANG	1	ANG	
TRABD	1	TRABD	
SEMA3C	1	SEMA3C	
CLEC2L	1	CLEC2L	
UNC93B1	1	UNC93B1	
CDNF	1	CDNF	
RPE	1	RPE	
SEMA3A	1	SEMA3A	
SEMA3B	1	SEMA3B	
SEMA3G	1	SEMA3G	
NDNF	1	NDNF	
SEMA3E	1	SEMA3E	
JAKMIP3	1	JAKMIP3	
ENOX2	1	ENOX2	
REPIN1	1	REPIN1	
CLEC3B	1	CLEC3B	
TNNI2	1	TNNI2	
TNNI3	1	TNNI3	
TIGIT	1	TIGIT	
SEMA4A	1	SEMA4A	
SEMA4D	1	SEMA4D	
CMA1	1	CMA1	
SEMA4B	1	SEMA4B	
ADRM1	1	ADRM1	
SEMA4C	1	SEMA4C	
PTPN11	1	PTPN11	
SEMA4F	1	SEMA4F	
CDC42BPB	1	CDC42BPB	
CFLAR	1	CFLAR	
CDC42BPA	1	CDC42BPA	
KLF4	1	KLF4	
PTPN13	1	PTPN13	
ENOX1	1	ENOX1	
MGAT4C	1	MGAT4C	
CLEC2A	1	CLEC2A	
NFASC	1	NFASC	
CLEC2B	1	CLEC2B	
RAD51	1	RAD51	
IMPDH1	1	IMPDH1	
IMPDH2	1	IMPDH2	
MGAT4A	1	MGAT4A	
MGAT4B	1	MGAT4B	
FOLR3	1	FOLR3	
FOLR2	1	FOLR2	
CLEC2D	1	CLEC2D	
FOLR1	1	FOLR1	
APP	1	APP	
SPARC	1	SPARC	
DIXDC1	1	DIXDC1	
HSF2BP	1	HSF2BP	
ANTXR2	1	ANTXR2	
ANTXR1	1	ANTXR1	
RS1	1	RS1	
VSIG1	1	VSIG1	
VSIG2	1	VSIG2	
PTGDS	1	PTGDS	
TNS4	1	TNS4	
B2M	1	B2M	
TNS2	1	TNS2	
CDON	1	CDON	
SKP1	1	SKP1	
UTS2R	1	UTS2R	
MUCL1	1	MUCL1	
TMEM52B	1	TMEM52B	
SLC6A16	1	SLC6A16	
OXSM	1	OXSM	
SLC6A14	1	SLC6A14	
BOLA1	1	BOLA1	
PSG1	1	PSG1	
PSG3	1	PSG3	
CMBL	1	CMBL	
PSG2	1	PSG2	
RUNX3	1	RUNX3	
ZPBP	1	ZPBP	
CHIT1	1	CHIT1	
PSG9	1	PSG9	
PSG8	1	PSG8	
UTS2B	1	UTS2B	
PSG5	1	PSG5	
PSG4	1	PSG4	
BOLA3	1	BOLA3	
PAPPA	1	PAPPA	
PSG7	1	PSG7	
BOLA2	1	BOLA2	
CRYZL1	1	CRYZL1	
PSG6	1	PSG6	
TFAM	1	TFAM	
IGSF8	1	IGSF8	
ANP32A	1	ANP32A	
IGSF3	1	IGSF3	
LMAN2L	1	LMAN2L	
EBI3	1	EBI3	
KLK5	1	KLK5	
KLK4	1	KLK4	
STC1	1	STC1	
TWF1	1	TWF1	
KLK3	1	KLK3	
KLK9	1	KLK9	
KLK8	1	KLK8	
KLK7	1	KLK7	
SMIM9	1	SMIM9	
KLK6	1	KLK6	
INPP5B	1	INPP5B	
SPAST	1	SPAST	
STC2	1	STC2	
INPP5E	1	INPP5E	
LCN10	1	LCN10	
NAALAD2	1	NAALAD2	
ASL	1	ASL	
GSTT2B	1	GSTT2B	
SIGLEC15	1	SIGLEC15	
CDSN	1	CDSN	
SIGLEC14	1	SIGLEC14	
SIGLEC12	1	SIGLEC12	
INSR	1	INSR	
SIGLEC11	1	SIGLEC11	
MEMO1	1	MEMO1	
MANF	1	MANF	
SPART	1	SPG20	
MARCO	1	MARCO	
AKR1B10	1	AKR1B10	
STAR	1	STAR	
TMCC3	1	TMCC3	
ANP32B	1	ANP32B	
CUTC	1	CUTC	
NODAL	1	NODAL	
FEN1	1	FEN1	
VLDLR	1	VLDLR	
PPCDC	1	PPCDC	
ESM1	1	ESM1	
HINT1	1	HINT1	
UCHL1	1	UCHL1	
HINT2	1	HINT2	
BTN3A1	1	BTN3A1	
NME2	1	NME2	
RHOG	1	RHOG	
BTN3A3	1	BTN3A3	
NME4	1	NME4	
IL17RD	1	IL17RD	
RHOC	1	RHOC	
IL17RC	1	IL17RC	
RHOD	1	RHOD	
IL17RB	1	IL17RB	
RHOA	1	RHOA	
UCHL5	1	UCHL5	
IL17RA	1	IL17RA	
NME1	1	NME1	
RHOB	1	RHOB	
CEACAM3	1	CEACAM3	
RAD51D	1	RAD51L3	
CEACAM7	1	CEACAM7	
TNNT2	1	TNNT2	
CEACAM4	1	CEACAM4	
TNNT3	1	TNNT3	
TFF3	1	TFF3	
TFF2	1	TFF2	
MAPRE3	1	MAPRE3	
TFF1	1	TFF1	
CEACAM8	1	CEACAM8	
MAPT	1	MAPT	
DNASE1L2	1	DNASE1L2	
FATE1	1	FATE1	
MAPRE1	1	MAPRE1	
MAPRE2	1	MAPRE2	
MRRF	1	MRRF	
TOR4A	1	TOR4A	
TNXB	1	TNXB	
PRIM1	1	PRIM1	
PAPLN	1	PAPLN	
CILP2	1	CILP2	
CTNNA2	1	CTNNA2	
LY6G6C	1	LY6G6C	
LY6G6D	1	LY6G6D	
LCMT1	1	LCMT1	
GDF10	1	GDF10	
CGREF1	1	CGREF1	
GDF11	1	GDF11	
RANBP1	1	RANBP1	
RANBP3	1	RANBP3	
GDF15	1	GDF15	
RYK	1	RYK	
LYVE1	1	LYVE1	
BATF	1	BATF	
CAMK4	1	CAMK4	
GHRH	1	GHRH	
CTNNB1	1	CTNNB1	
GHRL	1	GHRL	
CAMK1	1	CAMK1	
GALNT11	1	GALNT11	
GALNT13	1	GALNT13	
GALNT16	1	GALNT16	
CDY1	1	CDY1	
ARHGAP36	1	ARHGAP36	
GALNT10	1	GALNT10	
SCGN	1	SCGN	
IL18RAP	1	IL18RAP	
PDIA3	1	PDIA3	
DSCAM	1	DSCAM	
APLP2	1	APLP2	
APLP1	1	APLP1	
MATK	1	MATK	
EPDR1	1	EPDR1	
PRSS57	1	PRSS57	
KCTD5	1	KCTD5	
PDIA6	1	PDIA6	
PDIA5	1	PDIA5	
PDIA4	1	PDIA4	
FOLH1	1	FOLH1	
KIF16B	1	KIF16B	
CMPK1	1	CMPK1	
SCG5	1	SCG5	
SCG3	1	SCG3	
HDGFL1	1	HDGFL1	
HDGFL3	1	HDGFRP3	
TMEM59L	1	TMEM59L	
CSF2RB	1	CSF2RB	
SEZ6L2	1	SEZ6L2	
AGER	1	AGER	
COX7A1	1	COX7A1	
CSF2RA	1	CSF2RA	
DPP4	1	DPP4	
PCSK1N	1	PCSK1N	
DPP7	1	DPP7	
SCIN	1	SCIN	
C10orf105	1	C10orf105	
MARK3	1	MARK3	
PDZD7	1	PDZD7	
SMAD2	1	SMAD2	
SMAD1	1	SMAD1	
SMAD4	1	SMAD4	
PSAPL1	1	PSAPL1	
SMAD3	1	SMAD3	
PSPN	1	PSPN	
SMURF2	1	SMURF2	
SMURF1	1	SMURF1	
WSCD2	1	WSCD2	
A2ML1	1	A2ML1	
ARHGAP25	1	ARHGAP25	
NMRAL1	1	NMRAL1	
NR4A1	1	NR4A1	
ARHGAP30	1	ARHGAP30	
TP53I3	1	TP53I3	
MAN2B2	1	MAN2B2	
ULBP2	1	ULBP2	
ULBP1	1	ULBP1	
ULBP3	1	ULBP3	
B4GALT2	1	B4GALT2	
B4GALT3	1	B4GALT3	
CRISP2	1	CRISP2	
B4GALT1	1	B4GALT1	
CRISP3	1	CRISP3	
PKD2	1	PKD2	
HTN1	1	HTN1	
CKS1B	1	CKS1B	
HEBP1	1	HEBP1	
HTN3	1	HTN3	
FDCSP	1	FDCSP	
MADCAM1	1	MADCAM1	
CAMK1D	1	CAMK1D	
PCDHGA2	1	PCDHGA2	
ABCC6	1	ABCC6	
PCDHGA1	1	PCDHGA1	
CKAP2	1	CKAP2	
CKAP4	1	CKAP4	
TGFBR2	1	TGFBR2	
TGFBR3	1	TGFBR3	
DDX19A	1	DDX19A	
DDX19B	1	DDX19B	
IFNG	1	IFNG	
PCDHGB1	1	PCDHGB1	
B4GALT6	1	B4GALT6	
B4GALT7	1	B4GALT7	
B4GALT5	1	B4GALT5	
CAMK2B	1	CAMK2B	
USP14	1	USP14	
CAMK2D	1	CAMK2D	
USP15	1	USP15	
GMPR2	1	GMPR2	
CAMK2A	1	CAMK2A	
MTIF3	1	MTIF3	
TFPI	1	TFPI	
NCALD	1	NCALD	
PRRG4	1	PRRG4	
ERBB3	1	ERBB3	
ERBB4	1	ERBB4	
ERBB2	1	ERBB2	
NT5DC3	1	NT5DC3	
PRRG1	1	PRRG1	
LRIG1	1	LRIG1	
BPNT2	1	IMPAD1	
STOM	1	STOM	
BPNT1	1	BPNT1	
LRIG3	1	LRIG3	
NCAM1	1	NCAM1	
NCAM2	1	NCAM2	
MUTYH	1	MUTYH	
IGBP1	1	IGBP1	
USP25	1	USP25	
NEGR1	1	NEGR1	
B3GAT3	1	B3GAT3	
BAD	1	BAD	
PCDHGC5	1	PCDHGC5	
TRAT1	1	TRAT1	
USP21	1	USP21	
LGI3	1	LGI3	
PCDHGC3	1	PCDHGC3	
ZNF180	1	ZNF180	
NAP1L2	1	NAP1L2	
NAP1L1	1	NAP1L1	
USP28	1	USP28	
NAP1L4	1	NAP1L4	
NEURL4	1	NEURL4	
GNPDA1	1	GNPDA1	
XPNPEP1	1	XPNPEP1	
NEURL1	1	NEURL1	
ARB2A	1	FAM172A	
HCN1	1	HCN1	
